bikepoint_id,bikepoint_name,place_type,lat,lon,postcode,lsoa,lsoa_code,msoa,msoa_code,ward,ward_code,local_authority,local_authority_code
BikePoints_61,"Great Dover Street, The Borough",BikePoint,51.497382,-0.089446,SE1 4YF,Southwark 009A,E01003936,Southwark 009,E02000815,Chaucer,E05011098,Southwark,E09000028
BikePoints_62,"Cotton Garden Estate, Kennington",BikePoint,51.490757,-0.106323,SE11 4HJ,Lambeth 002B,E01003108,Lambeth 002,E02000619,Prince's,E05000427,Lambeth,E09000022
BikePoints_63,"Murray Grove , Hoxton",BikePoint,51.53089,-0.089782,N1 7FB,Hackney 026A,E01001779,Hackney 026,E02000370,Hoxton West,E05009378,Hackney,E09000012
BikePoints_64,"William IV Street, Strand",BikePoint,51.509462,-0.124749,WC2R 0QN,Westminster 018A,E01004734,Westminster 018,E02000977,St James's,E05000644,Westminster,E09000033
BikePoints_66,"Holborn Circus, Holborn",BikePoint,51.51795,-0.108657,EC1N 2DY,Camden 027C,E01000917,Camden 027,E02000192,Holborn and Covent Garden,E05000138,Camden,E09000007
BikePoints_67,"Hatton Garden, Holborn",BikePoint,51.518825,-0.108028,EC1N 8AT,Camden 027B,E01000916,Camden 027,E02000192,Holborn and Covent Garden,E05000138,Camden,E09000007
BikePoints_68,"Theobald's Road , Holborn",BikePoint,51.520596,-0.116688,WC1R 4HD,Camden 028B,E01000914,Camden 028,E02000193,Holborn and Covent Garden,E05000138,Camden,E09000007
BikePoints_69,"Euston Road, Euston",BikePoint,51.526236,-0.134407,NW1 2FB,Camden 023B,E01000945,Camden 023,E02000188,Regent's Park,E05000142,Camden,E09000007
BikePoints_70,"Calshot Street , King's Cross",BikePoint,51.53136,-0.117069,N1 9JP,Islington 019B,E01002697,Islington 019,E02000572,Barnsbury,E05000366,Islington,E09000019
BikePoints_71,"Newgate Street , St. Paul's",BikePoint,51.515418,-0.09885,EC4M 7DZ,City of London 001F,E01032739,City of London 001,E02000001,Bread Street,E05009293,City of London,E09000001
BikePoints_72,"Farringdon Lane, Clerkenwell",BikePoint,51.52352,-0.10834,EC1R 3BP,Islington 022D,E01002724,Islington 022,E02000575,Clerkenwell,E05000370,Islington,E09000019
BikePoints_73,"Old Street Station, St. Luke's",BikePoint,51.52548,-0.089659,EC1V 9FL,Islington 023D,E01002704,Islington 023,E02000576,Bunhill,E05000367,Islington,E09000019
BikePoints_74,"Vauxhall Cross, Vauxhall",BikePoint,51.485917,-0.124469,SW8 2FH,Lambeth 004G,E01033208,Lambeth 004,E02000621,Oval,E05000426,Lambeth,E09000022
BikePoints_75,"Torrens Street, Angel",BikePoint,51.532199,-0.10548,EC1V 1NQ,Islington 020E,E01002803,Islington 020,E02000573,St Peter's,E05000380,Islington,E09000019
BikePoints_76,"Longford Street, The Regent's Park",BikePoint,51.525595,-0.144083,NW1 3PE,Camden 023A,E01000944,Camden 023,E02000188,Regent's Park,E05000142,Camden,E09000007
BikePoints_77,"Russell Square Station, Bloomsbury",BikePoint,51.523418,-0.124121,WC1N 1LE,Camden 028A,E01000855,Camden 028,E02000193,Bloomsbury,E05000129,Camden,E09000007
BikePoints_78,"Sadlers Sports Centre, Finsbury",BikePoint,51.524868,-0.099489,EC1V 7ER,Islington 022G,E01033489,Islington 022,E02000575,Bunhill,E05000367,Islington,E09000019
BikePoints_79,"Arundel Street, Temple",BikePoint,51.511726,-0.113855,WC2R 3DX,Westminster 018B,E01004735,Westminster 018,E02000977,St James's,E05000644,Westminster,E09000033
BikePoints_80,"Webber Street , Southwark",BikePoint,51.500693,-0.102091,SE1 0SD,Southwark 034A,E01003930,Southwark 034,E02006802,St George's,E05011114,Southwark,E09000028
BikePoints_81,"Great Titchfield Street, Fitzrovia",BikePoint,51.520253,-0.141327,W1W 6XY,Westminster 013D,E01004765,Westminster 013,E02000972,West End,E05000649,Westminster,E09000033
BikePoints_82,"Chancery Lane, Holborn",BikePoint,51.514274,-0.111257,WC2A 1PU,Westminster 018B,E01004735,Westminster 018,E02000977,St James's,E05000644,Westminster,E09000033
BikePoints_83,"Panton Street, West End",BikePoint,51.509639,-0.13151,SW1Y 4EL,Westminster 018A,E01004734,Westminster 018,E02000977,St James's,E05000644,Westminster,E09000033
BikePoints_84,"Breams Buildings, Holborn",BikePoint,51.515937,-0.111778,WC2A 1DL,Camden 028B,E01000914,Camden 028,E02000193,Holborn and Covent Garden,E05000138,Camden,E09000007
BikePoints_336,"Concert Hall Approach 2, South Bank",BikePoint,51.504942,-0.115533,SE1 7DY,Lambeth 036E,E01032582,Lambeth 036,E02006801,Bishop's,E05000416,Lambeth,E09000022
BikePoints_337,"Pembridge Villas, Notting Hill",BikePoint,51.511084,-0.197524,W11 3ES,Kensington and Chelsea 006C,E01002884,Kensington and Chelsea 006,E02000582,Pembridge,E05009400,Kensington and Chelsea,E09000020
BikePoints_338,"Wellington Street , Strand",BikePoint,51.511756,-0.119643,WC2E 7DN,Westminster 018B,E01004735,Westminster 018,E02000977,St James's,E05000644,Westminster,E09000033
BikePoints_339,"Risinghill Street, Angel",BikePoint,51.533319,-0.111781,N1 9UL,Islington 019B,E01002697,Islington 019,E02000572,Barnsbury,E05000366,Islington,E09000019
BikePoints_340,"Bank of England Museum, Bank",BikePoint,51.514441,-0.087587,EC2N 2AX,City of London 001F,E01032739,City of London 001,E02000001,Walbrook,E05009312,City of London,E09000001
BikePoints_341,"Craven Street, Strand",BikePoint,51.508103,-0.126021,WC2N 5RJ,Westminster 018C,E01004736,Westminster 018,E02000977,St James's,E05000644,Westminster,E09000033
BikePoints_343,"London Zoo Car Park, The Regent's Park",BikePoint,51.536922,-0.150181,NW1 7SR,Camden 018E,E01000862,Camden 018,E02000183,Camden Town with Primrose Hill,E05000130,Camden,E09000007
BikePoints_344,"Goswell Road (City Uni), Finsbury",BikePoint,51.528246,-0.101026,EC1V 7AS,Islington 022B,E01002707,Islington 022,E02000575,Bunhill,E05000367,Islington,E09000019
BikePoints_345,"Flood Street, Chelsea",BikePoint,51.488023,-0.166878,SW3 5SP,Kensington and Chelsea 018A,E01002899,Kensington and Chelsea 018,E02000594,Royal Hospital,E05009403,Kensington and Chelsea,E09000020
BikePoints_347,"Lower Marsh, Waterloo",BikePoint,51.500139,-0.113936,SE1 7NT,Lambeth 036E,E01032582,Lambeth 036,E02006801,Bishop's,E05000416,Lambeth,E09000022
BikePoints_348,"Grosvenor Square, Mayfair",BikePoint,51.51217,-0.150481,W1K 4AG,Westminster 011E,E01004762,Westminster 011,E02000970,West End,E05000649,Westminster,E09000033
BikePoints_349,"St. George Street, Mayfair",BikePoint,51.51196,-0.142783,W1S 2FN,Westminster 013E,E01033595,Westminster 013,E02000972,West End,E05000649,Westminster,E09000033
BikePoints_350,"Queen's Gate, Kensington Gardens",BikePoint,51.501715,-0.179854,SW7 2ET,Westminster 019B,E01004688,Westminster 019,E02000978,Knightsbridge and Belgravia,E05000637,Westminster,E09000033
BikePoints_351,"Macclesfield Rd, St Lukes",BikePoint,51.529423,-0.097122,EC1V 8AE,Islington 023B,E01002702,Islington 023,E02000576,Bunhill,E05000367,Islington,E09000019
BikePoints_352,"Vauxhall Street, Vauxhall",BikePoint,51.486965,-0.116625,SE11 5RG,Lambeth 003E,E01003109,Lambeth 003,E02000620,Prince's,E05000427,Lambeth,E09000022
BikePoints_353,"Greycoat Street , Westminster",BikePoint,51.494591,-0.134234,SW1P 2PB,Westminster 020D,E01004744,Westminster 020,E02000979,Vincent Square,E05000646,Westminster,E09000033
BikePoints_354,"Northumberland Avenue, Strand",BikePoint,51.506767,-0.123702,WC2N 5DE,Westminster 018C,E01004736,Westminster 018,E02000977,St James's,E05000644,Westminster,E09000033
BikePoints_355,"Clapham Common Station, Clapham Common",BikePoint,51.461388,-0.139221,SW4 7AB,Lambeth 017B,E01003032,Lambeth 017,E02000634,Clapham Common,E05000418,Lambeth,E09000022
BikePoints_356,"South Kensington Station, South Kensington",BikePoint,51.494412,-0.173881,SW7 2LT,Kensington and Chelsea 014A,E01002821,Kensington and Chelsea 014,E02000590,Brompton & Hans Town,E05009389,Kensington and Chelsea,E09000020
BikePoints_357,"Howland Street, Fitzrovia",BikePoint,51.520994,-0.139016,W1T 4JZ,Camden 026B,E01000851,Camden 026,E02000191,Bloomsbury,E05000129,Camden,E09000007
BikePoints_358,"High Holborn , Covent Garden",BikePoint,51.516226,-0.124826,WC1A 1AB,Camden 028D,E01000919,Camden 028,E02000193,Holborn and Covent Garden,E05000138,Camden,E09000007
BikePoints_359,"Butler Place, Westminster",BikePoint,51.497829,-0.13544,SW1E 6AS,Westminster 020A,E01004731,Westminster 020,E02000979,St James's,E05000644,Westminster,E09000033
BikePoints_360,"Howick Place, Westminster",BikePoint,51.496753,-0.138733,SW1E 6RD,Westminster 020E,E01004748,Westminster 020,E02000979,Vincent Square,E05000646,Westminster,E09000033
BikePoints_361,"Waterloo Station 2, Waterloo",BikePoint,51.503919,-0.113426,SE1 8SQ,Lambeth 036E,E01032582,Lambeth 036,E02006801,Bishop's,E05000416,Lambeth,E09000022
BikePoints_362,"Royal College Street, Camden Town",BikePoint,51.536264,-0.133952,NW1 0RY,Camden 019E,E01000959,Camden 019,E02000184,St Pancras and Somers Town,E05000143,Camden,E09000007
BikePoints_363,"Lord's, St. John's Wood",BikePoint,51.529121,-0.171185,NW8 7HG,Westminster 003B,E01004725,Westminster 003,E02000962,Regent's Park,E05000643,Westminster,E09000033
BikePoints_364,"Store Street, Bloomsbury",BikePoint,51.519572,-0.13214,WC1E 7DU,Camden 026A,E01000850,Camden 026,E02000191,Bloomsbury,E05000129,Camden,E09000007
BikePoints_365,"City Road, Angel",BikePoint,51.530344,-0.100168,EC1V 1LA,Islington 020E,E01002803,Islington 020,E02000573,St Peter's,E05000380,Islington,E09000019
BikePoints_366,"Millennium Hotel, Mayfair",BikePoint,51.510919,-0.151126,W1K 2HR,Westminster 018D,E01004761,Westminster 018,E02000977,West End,E05000649,Westminster,E09000033
BikePoints_367,"Harrowby Street, Marylebone",BikePoint,51.517372,-0.164207,W1H 5PQ,Westminster 012B,E01004658,Westminster 012,E02000971,Bryanston and Dorset Square,E05000632,Westminster,E09000033
BikePoints_368,"Harriet Street, Knightsbridge",BikePoint,51.500241,-0.15934,SW1X 9JW,Kensington and Chelsea 012A,E01002818,Kensington and Chelsea 012,E02000588,Brompton & Hans Town,E05009389,Kensington and Chelsea,E09000020
BikePoints_370,"Paddington Green, Paddington",BikePoint,51.520205,-0.174593,W2 1BJ,Westminster 015F,E01033593,Westminster 015,E02000974,Hyde Park,E05000636,Westminster,E09000033
BikePoints_371,"King Edward Walk, Waterloo",BikePoint,51.49775,-0.10988,SE1 7HT,Lambeth 036B,E01003014,Lambeth 036,E02006801,Bishop's,E05000416,Lambeth,E09000022
BikePoints_372,"Sardinia Street, Holborn",BikePoint,51.515208,-0.117863,WC2A 3NA,Westminster 018B,E01004735,Westminster 018,E02000977,St James's,E05000644,Westminster,E09000033
BikePoints_374,"Waterloo Station 1, Waterloo",BikePoint,51.504027,-0.113864,SE1 8SQ,Lambeth 036E,E01032582,Lambeth 036,E02006801,Bishop's,E05000416,Lambeth,E09000022
BikePoints_375,"Kensington Town Hall, Kensington",BikePoint,51.501945,-0.194392,W8 9SB,Kensington and Chelsea 008B,E01002825,Kensington and Chelsea 008,E02000584,Campden,E05009390,Kensington and Chelsea,E09000020
BikePoints_376,"Millbank Tower, Pimlico",BikePoint,51.491884,-0.125674,SW1P 4QP,Westminster 021C,E01004745,Westminster 021,E02000980,Vincent Square,E05000646,Westminster,E09000033
BikePoints_377,"Waterloo Bridge, South Bank",BikePoint,51.505354,-0.113656,SE1 8TX,Lambeth 036C,E01003016,Lambeth 036,E02006801,Bishop's,E05000416,Lambeth,E09000022
BikePoints_378,"Natural History Museum, South Kensington",BikePoint,51.495592,-0.179077,SW7 5JP,Kensington and Chelsea 010E,E01002892,Kensington and Chelsea 010,E02000586,Queen's Gate,E05009401,Kensington and Chelsea,E09000020
BikePoints_379,"Turquoise Island, Notting Hill",BikePoint,51.514311,-0.200838,W11 2SE,Kensington and Chelsea 006E,E01002886,Kensington and Chelsea 006,E02000582,Colville,E05009392,Kensington and Chelsea,E09000020
BikePoints_380,"Stanhope Gate, Mayfair",BikePoint,51.506864,-0.150666,W1K 1LN,Westminster 011E,E01004762,Westminster 011,E02000970,West End,E05000649,Westminster,E09000033
BikePoints_381,"Charlotte Street, Fitzrovia",BikePoint,51.51953,-0.135777,W1T 2NR,Camden 026B,E01000851,Camden 026,E02000191,Bloomsbury,E05000129,Camden,E09000007
BikePoints_382,"Farm Street, Mayfair",BikePoint,51.509351,-0.147449,W1J 5ND,Westminster 018D,E01004761,Westminster 018,E02000977,West End,E05000649,Westminster,E09000033
BikePoints_383,"Frith Street, Soho",BikePoint,51.513103,-0.131213,W1D 5JN,Westminster 013B,E01004763,Westminster 013,E02000972,West End,E05000649,Westminster,E09000033
BikePoints_384,"Marloes Road, Kensington",BikePoint,51.496481,-0.192404,W8 6LG,Kensington and Chelsea 011A,E01002813,Kensington and Chelsea 011,E02000587,Abingdon,E05009388,Kensington and Chelsea,E09000020
BikePoints_386,"Moor Street, Soho",BikePoint,51.513527,-0.13011,W1D 5NG,Westminster 013B,E01004763,Westminster 013,E02000972,West End,E05000649,Westminster,E09000033
BikePoints_387,"Fire Brigade Pier, Vauxhall",BikePoint,51.493699,-0.121394,SE1 7SR,Lambeth 002E,E01003112,Lambeth 002,E02000619,Prince's,E05000427,Lambeth,E09000022
BikePoints_388,"Southampton Street, Strand",BikePoint,51.510701,-0.121723,WC2E 7HG,Westminster 018B,E01004735,Westminster 018,E02000977,St James's,E05000644,Westminster,E09000033
BikePoints_389,"Upper Grosvenor Street, Mayfair",BikePoint,51.51013,-0.155757,W1K 7PE,Westminster 011E,E01004762,Westminster 011,E02000970,West End,E05000649,Westminster,E09000033
BikePoints_390,"Buxton Street 1, Shoreditch",BikePoint,51.521776,-0.068856,E1 5EH,Tower Hamlets 009D,E01004317,Tower Hamlets 009,E02000872,Spitalfields & Banglatown,E05009333,Tower Hamlets,E09000030
BikePoints_391,"Clifford Street, Mayfair",BikePoint,51.510662,-0.142345,W1S 4JY,Westminster 018D,E01004761,Westminster 018,E02000977,West End,E05000649,Westminster,E09000033
BikePoints_392,"Imperial College, Knightsbridge",BikePoint,51.499428,-0.179702,SW7 2BW,Westminster 019B,E01004688,Westminster 019,E02000978,Knightsbridge and Belgravia,E05000637,Westminster,E09000033
BikePoints_393,"Snow Hill, Farringdon",BikePoint,51.517334,-0.103604,EC1A 2AL,City of London 001G,E01032740,City of London 001,E02000001,Farringdon Without,E05009305,City of London,E09000001
BikePoints_394,"Aberdeen Place, St. John's Wood",BikePoint,51.524826,-0.176268,NW8 8JN,Westminster 009F,E01033598,Westminster 009,E02000968,Church Street,E05000634,Westminster,E09000033
BikePoints_396,"Shouldham Street, Marylebone",BikePoint,51.51809,-0.163609,W1H 5FE,Westminster 012E,E01004663,Westminster 012,E02000971,Bryanston and Dorset Square,E05000632,Westminster,E09000033
BikePoints_397,"Devonshire Terrace, Bayswater",BikePoint,51.51348,-0.17977,W2 3DR,Westminster 016E,E01004700,Westminster 016,E02000975,Lancaster Gate,E05000638,Westminster,E09000033
BikePoints_398,"Holland Park, Kensington",BikePoint,51.502319,-0.200742,W8 7QT,Kensington and Chelsea 008B,E01002825,Kensington and Chelsea 008,E02000584,Campden,E05009390,Kensington and Chelsea,E09000020
BikePoints_399,"Brick Lane Market, Shoreditch",BikePoint,51.522617,-0.071653,E1 6SE,Tower Hamlets 009D,E01004317,Tower Hamlets 009,E02000872,Spitalfields & Banglatown,E05009333,Tower Hamlets,E09000030
BikePoints_400,"George Street, Marylebone",BikePoint,51.517703,-0.154106,W1U 7DS,Westminster 011B,E01004714,Westminster 011,E02000970,Marylebone High Street,E05000641,Westminster,E09000033
BikePoints_401,"Columbia Road, Shoreditch",BikePoint,51.528187,-0.075375,E2 7NP,Tower Hamlets 006A,E01004311,Tower Hamlets 006,E02000869,Weavers,E05009335,Tower Hamlets,E09000030
BikePoints_402,"Penfold Street, Marylebone",BikePoint,51.522892,-0.171681,NW8 8PW,Westminster 009H,E01033602,Westminster 009,E02000968,Church Street,E05000634,Westminster,E09000033
BikePoints_403,"George Place Mews, Marylebone",BikePoint,51.516892,-0.158249,W1H 7HN,Westminster 012A,E01004657,Westminster 012,E02000971,Bryanston and Dorset Square,E05000632,Westminster,E09000033
BikePoints_404,"Palace Gate, Kensington Gardens",BikePoint,51.502042,-0.1844,SW7 5BB,Kensington and Chelsea 010D,E01002891,Kensington and Chelsea 010,E02000586,Queen's Gate,E05009401,Kensington and Chelsea,E09000020
BikePoints_405,"Gloucester Road Station, South Kensington",BikePoint,51.494185,-0.18267,SW7 4SZ,Kensington and Chelsea 016C,E01002835,Kensington and Chelsea 016,E02000592,Courtfield,E05009393,Kensington and Chelsea,E09000020
BikePoints_408,"Sun Street, Liverpool Street",BikePoint,51.520009,-0.083935,EC2M 2PY,Hackney 027G,E01033708,Hackney 027,E02000371,Hoxton East & Shoreditch,E05009377,Hackney,E09000012
BikePoints_409,"Strata, Elephant & Castle",BikePoint,51.493146,-0.099828,SE1 6EB,Southwark 014G,E01032719,Southwark 014,E02000820,North Walworth,E05011107,Southwark,E09000028
BikePoints_410,"Edgware Road Station, Marylebone",BikePoint,51.519968,-0.169774,NW1 5BZ,Westminster 009J,E01033604,Westminster 009,E02000968,Church Street,E05000634,Westminster,E09000033
BikePoints_411,"Rotherhithe Roundabout, Rotherhithe",BikePoint,51.499169,-0.055846,SE16 4JR,Southwark 007D,E01004034,Southwark 007,E02000813,Rotherhithe,E05011112,Southwark,E09000028
BikePoints_412,"Cleaver Street, Kennington",BikePoint,51.488105,-0.110121,SE11 4DR,Lambeth 003C,E01003106,Lambeth 003,E02000620,Prince's,E05000427,Lambeth,E09000022
BikePoints_419,"Chelsea Bridge, Pimlico",BikePoint,51.485821,-0.149004,SW1V 4BE,Westminster 023F,E01033597,Westminster 023,E02000982,Churchill,E05000633,Westminster,E09000033
BikePoints_420,"Southwark Station 1, Southwark",BikePoint,51.504043,-0.105312,SE1 8BS,Southwark 034D,E01032583,Southwark 034,E02006802,Borough & Bankside,E05011095,Southwark,E09000028
BikePoints_421,"Southwark Station 2, Southwark",BikePoint,51.504044,-0.104778,SE1 8NJ,Southwark 002C,E01003934,Southwark 002,E02000808,Borough & Bankside,E05011095,Southwark,E09000028
BikePoints_423,"Eaton Square (South), Belgravia",BikePoint,51.494561,-0.153933,SW1W 9AR,Westminster 019A,E01004687,Westminster 019,E02000978,Knightsbridge and Belgravia,E05000637,Westminster,E09000033
BikePoints_424,"Ebury Bridge, Pimlico",BikePoint,51.490491,-0.149186,SW1W 8SL,Westminster 023C,E01004667,Westminster 023,E02000982,Churchill,E05000633,Westminster,E09000033
BikePoints_426,"Vincent Street, Pimlico",BikePoint,51.493072,-0.129925,SW1P 4HB,Westminster 021D,E01004746,Westminster 021,E02000980,Vincent Square,E05000646,Westminster,E09000033
BikePoints_427,"Cheapside, Bank",BikePoint,51.51397,-0.09294,EC2V 6BP,City of London 001F,E01032739,City of London 001,E02000001,Cordwainer,E05009300,City of London,E09000001
BikePoints_428,"Exhibition Road, Knightsbridge",BikePoint,51.499917,-0.174554,SW7 2BX,Westminster 019B,E01004688,Westminster 019,E02000978,Knightsbridge and Belgravia,E05000637,Westminster,E09000033
BikePoints_430,"South Parade, Chelsea",BikePoint,51.48902,-0.17524,SW3 6EH,Kensington and Chelsea 019C,E01002910,Kensington and Chelsea 019,E02000595,Stanley,E05009405,Kensington and Chelsea,E09000020
BikePoints_431,"Crinan Street, King's Cross",BikePoint,51.534474,-0.122203,N1 9SQ,Islington 021B,E01002711,Islington 021,E02000574,Caledonian,E05000368,Islington,E09000019
BikePoints_432,"Exhibition Road Museums 1, South Kensington",BikePoint,51.496468,-0.173796,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BikePoints_697,"Charlotte Terrace, Angel",BikePoint,51.536392,-0.112721,N1 0FB,Islington 017C,E01002700,Islington 017,E02000570,Barnsbury,E05000366,Islington,E09000019
BikePoints_698,"Shoreditch Court, Haggerston",BikePoint,51.539083,-0.070329,E8 4EU,Hackney 020E,E01001819,Hackney 020,E02000364,London Fields,E05009381,Hackney,E09000012
BikePoints_699,"Belford House, Haggerston",BikePoint,51.536654,-0.07023,E8 4SG,Hackney 024E,E01001820,Hackney 024,E02000368,Haggerston,E05009375,Hackney,E09000012
BikePoints_700,"Battersea Church Road, Battersea",BikePoint,51.476964,-0.174347,SW11 3NG,Wandsworth 001D,E01004583,Wandsworth 001,E02000923,St Mary's Park,E05000622,Wandsworth,E09000032
BikePoints_701,"Vicarage Crescent, Battersea",BikePoint,51.472876,-0.176267,SW11 3LH,Wandsworth 004E,E01033099,Wandsworth 004,E02000926,St Mary's Park,E05000622,Wandsworth,E09000032
BikePoints_702,"Durant Street, Bethnal Green",BikePoint,51.528681,-0.06555,E2 7DT,Tower Hamlets 009B,E01004313,Tower Hamlets 009,E02000872,Weavers,E05009335,Tower Hamlets,E09000030
BikePoints_703,"St. Bride Street, Holborn",BikePoint,51.515059,-0.105344,EC4A 4AD,City of London 001G,E01032740,City of London 001,E02000001,Farringdon Within,E05009304,City of London,E09000001
BikePoints_704,"Mexfield Road, East Putney",BikePoint,51.45682,-0.202802,SW15 2SD,Wandsworth 010B,E01004511,Wandsworth 010,E02000932,Fairfield,E05000614,Wandsworth,E09000032
BikePoints_705,"Upper Richmond Road, Putney",BikePoint,51.459715,-0.212145,SW15 2FU,Wandsworth 014E,E01004507,Wandsworth 014,E02000936,East Putney,E05000613,Wandsworth,E09000032
BikePoints_706,"Snowsfields, London Bridge",BikePoint,51.502153,-0.083632,SE1 3TE,Southwark 003I,E01032646,Southwark 003,E02000809,London Bridge & West Bermondsey,E05011104,Southwark,E09000028
BikePoints_707,"Barons Court Station, West Kensington",BikePoint,51.490217,-0.215087,W6 8RL,Hammersmith and Fulham 014A,E01001889,Hammersmith and Fulham 014,E02000385,Fulham Reach,E05000255,Hammersmith and Fulham,E09000013
BikePoints_708,"Disraeli Road, Putney",BikePoint,51.46161,-0.216145,SW15 2GN,Wandsworth 010E,E01004609,Wandsworth 010,E02000932,Thamesfield,E05000625,Wandsworth,E09000032
BikePoints_709,"Montserrat Road , Putney",BikePoint,51.463211,-0.21555,SW15 1SS,Wandsworth 010E,E01004609,Wandsworth 010,E02000932,Thamesfield,E05000625,Wandsworth,E09000032
BikePoints_710,"Albert Bridge Road, Battersea Park",BikePoint,51.474392,-0.163347,SW11 4HQ,Wandsworth 001A,E01004560,Wandsworth 001,E02000923,Queenstown,E05000620,Wandsworth,E09000032
BikePoints_711,"Everington Street, Fulham",BikePoint,51.483356,-0.216305,SW6 7PL,Hammersmith and Fulham 016A,E01001886,Hammersmith and Fulham 016,E02000387,Fulham Reach,E05000255,Hammersmith and Fulham,E09000013
BikePoints_712,"Mile End Stadium, Mile End",BikePoint,51.518541,-0.034903,E14 7SX,Tower Hamlets 019B,E01004285,Tower Hamlets 019,E02000882,St Dunstan's,E05009329,Tower Hamlets,E09000030
BikePoints_713,"Hawley Crescent, Camden Town",BikePoint,51.541007,-0.14326,NW1 8NP,Camden 021A,E01000863,Camden 021,E02000186,Camden Town with Primrose Hill,E05000130,Camden,E09000007
BikePoints_714,"Stewart's Road, Wandsworth Road",BikePoint,51.473116,-0.137235,SW8 4HH,Wandsworth 002B,E01004562,Wandsworth 002,E02000924,Queenstown,E05000620,Wandsworth,E09000032
BikePoints_715,"Aylward Street, Stepney",BikePoint,51.51563,-0.049067,E1 0PB,Tower Hamlets 016C,E01004289,Tower Hamlets 016,E02000879,Stepney Green,E05009334,Tower Hamlets,E09000030
BikePoints_716,"Stainsby Road , Poplar",BikePoint,51.515427,-0.023565,E14 6JN,Tower Hamlets 024A,E01004252,Tower Hamlets 024,E02000887,Mile End,E05009327,Tower Hamlets,E09000030
BikePoints_717,"Dunston Road , Haggerston",BikePoint,51.536585,-0.075885,E8 4FA,Hackney 025E,E01001773,Hackney 025,E02000369,Haggerston,E05009375,Hackney,E09000012
BikePoints_718,"Ada Street, Hackney Central",BikePoint,51.535716,-0.060291,E8 4QN,Hackney 023G,E01033712,Hackney 023,E02000367,London Fields,E05009381,Hackney,E09000012
BikePoints_719,"Victoria Park Road, Hackney Central",BikePoint,51.536424,-0.054162,E9 7NJ,Hackney 023B,E01001837,Hackney 023,E02000367,Victoria,E05009386,Hackney,E09000012
BikePoints_720,"Star Road, West Kensington",BikePoint,51.487244,-0.205279,W14 9QA,Hammersmith and Fulham 015D,E01001911,Hammersmith and Fulham 015,E02000386,North End,E05000258,Hammersmith and Fulham,E09000013
BikePoints_721,"Wendon Street, Old Ford",BikePoint,51.536039,-0.026262,E3 2LZ,Tower Hamlets 004E,E01032764,Tower Hamlets 004,E02000867,Bow East,E05009319,Tower Hamlets,E09000030
BikePoints_722,"Finnis Street, Bethnal Green",BikePoint,51.524583,-0.058631,E2 6JW,Tower Hamlets 013B,E01004206,Tower Hamlets 013,E02000876,St Peter's,E05009331,Tower Hamlets,E09000030
BikePoints_723,"Stephendale Road, Sands End",BikePoint,51.46822,-0.190346,SW6 2PD,Hammersmith and Fulham 025D,E01001938,Hammersmith and Fulham 025,E02000396,Sands End,E05000262,Hammersmith and Fulham,E09000013
BikePoints_724,"Alma Road, Wandsworth",BikePoint,51.457991,-0.184806,SW18 2HE,Wandsworth 012B,E01004510,Wandsworth 012,E02000934,Fairfield,E05000614,Wandsworth,E09000032
BikePoints_725,"Walworth Square, Walworth",BikePoint,51.491327,-0.096518,SE17 1LH,Southwark 012F,E01032722,Southwark 012,E02000818,North Walworth,E05011107,Southwark,E09000028
BikePoints_726,"Alfreda Street, Battersea Park",BikePoint,51.47505,-0.150908,SW11 5FH,Wandsworth 002C,E01004563,Wandsworth 002,E02000924,Queenstown,E05000620,Wandsworth,E09000032
BikePoints_727,"Chesilton Road, Fulham",BikePoint,51.475698,-0.205876,SW6 5RX,Hammersmith and Fulham 021C,E01001949,Hammersmith and Fulham 021,E02000392,Town,E05000264,Hammersmith and Fulham,E09000013
BikePoints_728,"Putney Bridge Road, East Putney",BikePoint,51.461999,-0.20624,SW15 2NZ,Wandsworth 010G,E01033135,Wandsworth 010,E02000932,Thamesfield,E05000625,Wandsworth,E09000032
BikePoints_729,"St. Peter's Terrace, Fulham",BikePoint,51.478939,-0.208485,SW6 7JT,Hammersmith and Fulham 019B,E01001901,Hammersmith and Fulham 019,E02000390,Munster,E05000257,Hammersmith and Fulham,E09000013
BikePoints_730,"Bridge Avenue, Hammersmith",BikePoint,51.492084,-0.229116,W6 9JP,Hammersmith and Fulham 013B,E01001894,Hammersmith and Fulham 013,E02000384,Hammersmith Broadway,E05000256,Hammersmith and Fulham,E09000013
BikePoints_731,"Michael Road, Walham Green",BikePoint,51.477276,-0.18921,SW6 2YB,Hammersmith and Fulham 020D,E01001923,Hammersmith and Fulham 020,E02000391,Parsons Green and Walham,E05000260,Hammersmith and Fulham,E09000013
BikePoints_732,"Duke Street Hill, London Bridge",BikePoint,51.506304,-0.087262,SE1 2SY,Southwark 003E,E01004027,Southwark 003,E02000809,London Bridge & West Bermondsey,E05011104,Southwark,E09000028
BikePoints_733,"Park Lane, Mayfair",BikePoint,51.505426,-0.150817,W1K 1RA,Westminster 011E,E01004762,Westminster 011,E02000970,West End,E05000649,Westminster,E09000033
BikePoints_734,"Plough Terrace, Clapham Junction",BikePoint,51.462305,-0.175407,SW11 2BJ,Wandsworth 012E,E01004551,Wandsworth 012,E02000934,Northcote,E05000619,Wandsworth,E09000032
